"text","risk_level","clause_type","one_sided","jurisdiction","contract_type","notes"
"Subject to the terms of this Contract, the Contractor shall not be entitled to any extension of time or additional payment for delays caused by shortage of materials, foreign currency unavailability, or import permit delays.","high","delay","true","ZW","bespoke","Risk of Zimbabwe-specific disruptions (forex, import permits) fully on contractor; foreseeable sovereign risk excluded."
"For the avoidance of doubt, the Employer shall provide the Contractor with access to borehole water on site at no charge for construction use.","low","site_conditions","false","ZW","bespoke","Employer-provided site water; reduces contractor's site overhead."
"Without limiting the generality of the foregoing, the Contractor obtains required approvals from Others and notifies the Project Manager before starting work which needs such approval.","low","regulatory","false","UK","NEC4","Third party approval obligation; standard."
"For the avoidance of doubt, the Contractor shall complete the Works and all snagging within the Defects Liability Period without any entitlement to prolongation costs or disruption claims.","high","delay","true","UK","JCT","Contractor bears full prolongation and disruption costs even where caused by employer actions."
"The Contractor shall submit a cashflow forecast with each payment application to assist the Employer with funding arrangements.","medium","payment","false","ZW","bespoke","Cashflow forecasting obligation; transparent but creates administrative burden."
"It is hereby agreed that the Employer may withhold payment of any amount due pending resolution of any dispute, without serving a pay less notice.","high","payment","true","UK","NEC4","Payment withholding without pay less notice undermines NEC4's payment transparency mechanisms."
"SECTION 7 – ASSIGNMENT, THIRD PARTY RIGHTS AND COLLATERAL WARRANTIES","neutral","administrative","false","UK","JCT","Contract section heading."
"For the avoidance of doubt, the Project Manager gives access to the Site to the Contractor on the access date stated in Contract Data Part 1.","low","administrative","false","UK","NEC4","Standard access provision; employer obligation."
"It is hereby agreed that the Contractor warrants that the completed Works will achieve the energy performance rating specified in the Employer's Requirements.","medium","warranty","true","UK","JCT","Performance warranty; creates ongoing liability if building underperforms."
"The parties agree that the Employer's Representative shall have authority to issue instructions on behalf of the Employer in all matters relating to the administration of this Contract.","low","administrative","false","ZW","bespoke","Defines employer's representative authority; standard."
"SECTION 6 – INJURY, DAMAGE AND INSURANCE","neutral","administrative","false","UK","JCT","Contract section heading."
"For the avoidance of doubt, the seat of arbitration shall be Harare, Zimbabwe; the arbitrator shall have authority to grant interim relief.","low","dispute","false","ZW","bespoke","Harare-seated arbitration; appropriate for Zimbabwe construction disputes."
"It is hereby agreed that where practical completion is delayed, the Employer may call upon the performance bond in full without proving loss.","high","administrative","true","UK","JCT","On-demand bond call without proof of loss; contractor's bond is vulnerable to abuse."
"Where the Contractor fails to notify a compensation event within 8 weeks, the Contractor loses entitlement to any time or cost adjustment arising from that event.","high","delay","true","UK","NEC4","8-week notification bar is strict; permanent loss of entitlement is a significant risk."
"The Contractor shall give notice to the Engineer within 48 hours after the Contractor became aware, or should have become aware, of the event or circumstance giving rise to the claim; failing which the Contractor shall be entitled to no additional payment.","high","delay","true","ZW","FIDIC","FIDIC 2017 Red Book Clause 20.2.1 time bar; strict 28-day notice condition precedent with permanent loss of entitlement."
